GO ID	GO term	Organism	Proteome File
GO:0014065	phosphatidylinositol 3-kinase signaling	B. taurus	UP000009136_9913
GO:0014069	postsynaptic density	B. taurus	UP000009136_9913
GO:0015106	bicarbonate transmembrane transporter activity	B. taurus	UP000009136_9913
GO:0015108	chloride transmembrane transporter activity	B. taurus	UP000009136_9913
GO:0015276	ligand-gated ion channel activity	B. taurus	UP000009136_9913
GO:0015301	anion:anion antiporter activity	B. taurus	UP000009136_9913
GO:0015629	actin cytoskeleton	B. taurus	UP000009136_9913
GO:0015701	bicarbonate transport	B. taurus	UP000009136_9913
GO:0016020	membrane	B. taurus	UP000009136_9913
GO:0016323	basolateral plasma membrane	B. taurus	UP000009136_9913
GO:0016324	apical plasma membrane	B. taurus	UP000009136_9913
GO:0016339	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	B. taurus	UP000009136_9913
GO:0016342	catenin complex	B. taurus	UP000009136_9913
GO:0016363	nuclear matrix	B. taurus	UP000009136_9913
GO:0016459	myosin complex	B. taurus	UP000009136_9913
GO:0016477	cell migration	B. taurus	UP000009136_9913
GO:0016485	protein processing	B. taurus	UP000009136_9913
GO:0016525	negative regulation of angiogenesis	B. taurus	UP000009136_9913
GO:0016567	protein ubiquitination	B. taurus	UP000009136_9913
GO:0016579	protein deubiquitination	B. taurus	UP000009136_9913
GO:0016604	nuclear body	B. taurus	UP000009136_9913
GO:0016605	PML body	B. taurus	UP000009136_9913
GO:0016607	nuclear speck	B. taurus	UP000009136_9913
GO:0016887	ATP hydrolysis activity	B. taurus	UP000009136_9913
GO:0017056	structural constituent of nuclear pore	B. taurus	UP000009136_9913
GO:0017124	SH3 domain binding	B. taurus	UP000009136_9913
GO:0017154	semaphorin receptor activity	B. taurus	UP000009136_9913
GO:0018105	peptidyl-serine phosphorylation	B. taurus	UP000009136_9913
GO:0018107	peptidyl-threonine phosphorylation	B. taurus	UP000009136_9913
GO:0018108	peptidyl-tyrosine phosphorylation	B. taurus	UP000009136_9913
GO:0019829	ATPase-coupled cation transmembrane transporter activity	B. taurus	UP000009136_9913
GO:0019838	growth factor binding	B. taurus	UP000009136_9913
GO:0019894	kinesin binding	B. taurus	UP000009136_9913
GO:0019899	enzyme binding	B. taurus	UP000009136_9913
GO:0019900	kinase binding	B. taurus	UP000009136_9913
GO:0019901	protein kinase binding	B. taurus	UP000009136_9913
GO:0019903	protein phosphatase binding	B. taurus	UP000009136_9913
GO:0019904	protein domain specific binding	B. taurus	UP000009136_9913
GO:0022857	transmembrane transporter activity	B. taurus	UP000009136_9913
GO:0030027	lamellipodium	B. taurus	UP000009136_9913
GO:0030036	actin cytoskeleton organization	B. taurus	UP000009136_9913
GO:0030050	vesicle transport along actin filament	B. taurus	UP000009136_9913
GO:0030054	cell junction	B. taurus	UP000009136_9913
GO:0030056	hemidesmosome	B. taurus	UP000009136_9913
GO:0030057	desmosome	B. taurus	UP000009136_9913
GO:0030139	endocytic vesicle	B. taurus	UP000009136_9913
GO:0030165	PDZ domain binding	B. taurus	UP000009136_9913
GO:0030198	extracellular matrix organization	B. taurus	UP000009136_9913
GO:0030199	collagen fibril organization	B. taurus	UP000009136_9913
GO:0030215	semaphorin receptor binding	B. taurus	UP000009136_9913
GO:0030335	positive regulation of cell migration	B. taurus	UP000009136_9913
GO:0030424	axon	B. taurus	UP000009136_9913
GO:0030425	dendrite	B. taurus	UP000009136_9913
GO:0030507	spectrin binding	B. taurus	UP000009136_9913
GO:0030705	cytoskeleton-dependent intracellular transport	B. taurus	UP000009136_9913
GO:0030864	cortical actin cytoskeleton	B. taurus	UP000009136_9913
GO:0030866	cortical actin cytoskeleton organization	B. taurus	UP000009136_9913
GO:0031012	extracellular matrix	B. taurus	UP000009136_9913
GO:0031122	cytoplasmic microtubule organization	B. taurus	UP000009136_9913
GO:0031252	cell leading edge	B. taurus	UP000009136_9913
GO:0031267	small GTPase binding	B. taurus	UP000009136_9913
GO:0031410	cytoplasmic vesicle	B. taurus	UP000009136_9913
GO:0031490	chromatin DNA binding	B. taurus	UP000009136_9913
GO:0032039	integrator complex	B. taurus	UP000009136_9913
GO:0032452	histone demethylase activity	B. taurus	UP000009136_9913
GO:0032508	DNA duplex unwinding	B. taurus	UP000009136_9913
GO:0032991	protein-containing complex	B. taurus	UP000009136_9913
GO:0033627	cell adhesion mediated by integrin	B. taurus	UP000009136_9913
GO:0033674	positive regulation of kinase activity	B. taurus	UP000009136_9913
GO:0034220	ion transmembrane transport	B. taurus	UP000009136_9913
GO:0034446	substrate adhesion-dependent cell spreading	B. taurus	UP000009136_9913
GO:0034451	centriolar satellite	B. taurus	UP000009136_9913
GO:0034765	regulation of ion transmembrane transport	B. taurus	UP000009136_9913
GO:0035091	phosphatidylinositol binding	B. taurus	UP000009136_9913
GO:0035235	ionotropic glutamate receptor signaling pathway	B. taurus	UP000009136_9913
GO:0035264	multicellular organism growth	B. taurus	UP000009136_9913
GO:0035556	intracellular signal transduction	B. taurus	UP000009136_9913
GO:0035725	sodium ion transmembrane transport	B. taurus	UP000009136_9913
GO:0035987	endodermal cell differentiation	B. taurus	UP000009136_9913
GO:0036064	ciliary basal body	B. taurus	UP000009136_9913
GO:0036092	phosphatidylinositol-3-phosphate biosynthetic process	B. taurus	UP000009136_9913
GO:0042391	regulation of membrane potential	B. taurus	UP000009136_9913
GO:0042393	histone binding	B. taurus	UP000009136_9913
GO:0042555	MCM complex	B. taurus	UP000009136_9913
GO:0042626	ATPase-coupled transmembrane transporter activity	B. taurus	UP000009136_9913
GO:0042734	presynaptic membrane	B. taurus	UP000009136_9913
GO:0042802	identical protein binding	B. taurus	UP000009136_9913
GO:0042803	protein homodimerization activity	B. taurus	UP000009136_9913
GO:0042826	histone deacetylase binding	B. taurus	UP000009136_9913
GO:0043005	neuron projection	B. taurus	UP000009136_9913
GO:0043025	neuronal cell body	B. taurus	UP000009136_9913
GO:0043087	regulation of GTPase activity	B. taurus	UP000009136_9913
GO:0043138	3'-5' DNA helicase activity	B. taurus	UP000009136_9913
GO:0043171	peptide catabolic process	B. taurus	UP000009136_9913
GO:0043197	dendritic spine	B. taurus	UP000009136_9913
GO:0043231	intracellular membrane-bounded organelle	B. taurus	UP000009136_9913
GO:0043235	receptor complex	B. taurus	UP000009136_9913
GO:0043507	positive regulation of JUN kinase activity	B. taurus	UP000009136_9913
GO:0045211	postsynaptic membrane	B. taurus	UP000009136_9913
GO:0045295	gamma-catenin binding	B. taurus	UP000009136_9913
GO:0045296	cadherin binding	B. taurus	UP000009136_9913
GO:0045332	phospholipid translocation	B. taurus	UP000009136_9913
GO:0045494	photoreceptor cell maintenance	B. taurus	UP000009136_9913
GO:0045499	chemorepellent activity	B. taurus	UP000009136_9913
GO:0045892	negative regulation of transcription, DNA-templated	B. taurus	UP000009136_9913
GO:0045893	positive regulation of transcription, DNA-templated	B. taurus	UP000009136_9913
GO:0045944	positive regulation of transcription by RNA polymerase II	B. taurus	UP000009136_9913
GO:0045945	positive regulation of transcription by RNA polymerase III	B. taurus	UP000009136_9913
GO:0046777	protein autophosphorylation	B. taurus	UP000009136_9913
GO:0046856	phosphatidylinositol dephosphorylation	B. taurus	UP000009136_9913
GO:0046872	metal ion binding	B. taurus	UP000009136_9913
GO:0048015	phosphatidylinositol-mediated signaling	B. taurus	UP000009136_9913
GO:0048471	perinuclear region of cytoplasm	B. taurus	UP000009136_9913
GO:0048843	negative regulation of axon extension involved in axon guidance	B. taurus	UP000009136_9913
GO:0050660	flavin adenine dinucleotide binding	B. taurus	UP000009136_9913
GO:0050772	positive regulation of axonogenesis	B. taurus	UP000009136_9913
GO:0050790	regulation of catalytic activity	B. taurus	UP000009136_9913
GO:0050801	ion homeostasis	B. taurus	UP000009136_9913
GO:0050804	modulation of chemical synaptic transmission	B. taurus	UP000009136_9913
GO:0050839	cell adhesion molecule binding	B. taurus	UP000009136_9913
GO:0050919	negative chemotaxis	B. taurus	UP000009136_9913
GO:0050982	detection of mechanical stimulus	B. taurus	UP000009136_9913
GO:0051015	actin filament binding	B. taurus	UP000009136_9913
GO:0051056	regulation of small GTPase mediated signal transduction	B. taurus	UP000009136_9913
GO:0051092	positive regulation of NF-kappaB transcription factor activity	B. taurus	UP000009136_9913
GO:0051453	regulation of intracellular pH	B. taurus	UP000009136_9913
GO:0051965	positive regulation of synapse assembly	B. taurus	UP000009136_9913
GO:0052742	phosphatidylinositol kinase activity	B. taurus	UP000009136_9913
GO:0055085	transmembrane transport	B. taurus	UP000009136_9913
GO:0060271	cilium assembly	B. taurus	UP000009136_9913
GO:0061630	ubiquitin protein ligase activity	B. taurus	UP000009136_9913
GO:0062023	collagen-containing extracellular matrix	B. taurus	UP000009136_9913
GO:0070006	metalloaminopeptidase activity	B. taurus	UP000009136_9913
GO:0070588	calcium ion transmembrane transport	B. taurus	UP000009136_9913
GO:0070679	inositol 1,4,5 trisphosphate binding	B. taurus	UP000009136_9913
GO:0071108	protein K48-linked deubiquitination	B. taurus	UP000009136_9913
GO:0071526	semaphorin-plexin signaling pathway	B. taurus	UP000009136_9913
GO:0071805	potassium ion transmembrane transport	B. taurus	UP000009136_9913
GO:0071949	FAD binding	B. taurus	UP000009136_9913
GO:0072686	mitotic spindle	B. taurus	UP000009136_9913
GO:0090090	negative regulation of canonical Wnt signaling pathway	B. taurus	UP000009136_9913
GO:0090307	mitotic spindle assembly	B. taurus	UP000009136_9913
GO:0090630	activation of GTPase activity	B. taurus	UP000009136_9913
GO:0097110	scaffold protein binding	B. taurus	UP000009136_9913
GO:0098609	cell-cell adhesion	B. taurus	UP000009136_9913
GO:0098656	anion transmembrane transport	B. taurus	UP000009136_9913
GO:0098685	Schaffer collateral - CA1 synapse	B. taurus	UP000009136_9913
GO:0098703	calcium ion import across plasma membrane	B. taurus	UP000009136_9913
GO:0098719	sodium ion import across plasma membrane	B. taurus	UP000009136_9913
GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	B. taurus	UP000009136_9913
GO:0098793	presynapse	B. taurus	UP000009136_9913
GO:0098978	glutamatergic synapse	B. taurus	UP000009136_9913
GO:0098982	GABA-ergic synapse	B. taurus	UP000009136_9913
GO:0099061	integral component of postsynaptic density membrane	B. taurus	UP000009136_9913
GO:0106310	protein serine kinase activity	B. taurus	UP000009136_9913
GO:0140326	ATPase-coupled intramembrane lipid transporter activity	B. taurus	UP000009136_9913
GO:0140359	ABC-type transporter activity	B. taurus	UP000009136_9913
GO:0140658	ATP-dependent chromatin remodeler activity	B. taurus	UP000009136_9913
GO:1902287	semaphorin-plexin signaling pathway involved in axon guidance	B. taurus	UP000009136_9913
GO:1902476	chloride transmembrane transport	B. taurus	UP000009136_9913
GO:1905515	non-motile cilium assembly	B. taurus	UP000009136_9913
GO:0000003	reproduction	C. elegans	UP000001940_6239
GO:0000049	tRNA binding	C. elegans	UP000001940_6239
GO:0000070	mitotic sister chromatid segregation	C. elegans	UP000001940_6239
GO:0000122	negative regulation of transcription by RNA polymerase II	C. elegans	UP000001940_6239
GO:0000132	establishment of mitotic spindle orientation	C. elegans	UP000001940_6239
GO:0000139	Golgi membrane	C. elegans	UP000001940_6239
GO:0000146	microfilament motor activity	C. elegans	UP000001940_6239
GO:0000165	MAPK cascade	C. elegans	UP000001940_6239
GO:0000226	microtubule cytoskeleton organization	C. elegans	UP000001940_6239
GO:0000287	magnesium ion binding	C. elegans	UP000001940_6239
GO:0000785	chromatin	C. elegans	UP000001940_6239
GO:0000794	condensed nuclear chromosome	C. elegans	UP000001940_6239
GO:0000796	condensin complex	C. elegans	UP000001940_6239
GO:0000805	X chromosome	C. elegans	UP000001940_6239
GO:0000922	spindle pole	C. elegans	UP000001940_6239
GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	C. elegans	UP000001940_6239
GO:0001653	peptide receptor activity	C. elegans	UP000001940_6239
GO:0001764	neuron migration	C. elegans	UP000001940_6239
GO:0002119	nematode larval development	C. elegans	UP000001940_6239
GO:0003674	molecular_function	C. elegans	UP000001940_6239
GO:0003677	DNA binding	C. elegans	UP000001940_6239
GO:0003682	chromatin binding	C. elegans	UP000001940_6239
GO:0003700	DNA-binding transcription factor activity	C. elegans	UP000001940_6239
GO:0003723	RNA binding	C. elegans	UP000001940_6239
GO:0003724	RNA helicase activity	C. elegans	UP000001940_6239
GO:0003725	double-stranded RNA binding	C. elegans	UP000001940_6239
GO:0003727	single-stranded RNA binding	C. elegans	UP000001940_6239
GO:0003729	mRNA binding	C. elegans	UP000001940_6239
GO:0003777	microtubule motor activity	C. elegans	UP000001940_6239
GO:0003779	actin binding	C. elegans	UP000001940_6239
GO:0003887	DNA-directed DNA polymerase activity	C. elegans	UP000001940_6239
GO:0004222	metalloendopeptidase activity	C. elegans	UP000001940_6239
GO:0004383	guanylate cyclase activity	C. elegans	UP000001940_6239
GO:0004386	helicase activity	C. elegans	UP000001940_6239
GO:0004497	monooxygenase activity	C. elegans	UP000001940_6239
GO:0004672	protein kinase activity	C. elegans	UP000001940_6239
GO:0004674	protein serine/threonine kinase activity	C. elegans	UP000001940_6239
GO:0004712	protein serine/threonine/tyrosine kinase activity	C. elegans	UP000001940_6239
GO:0004713	protein tyrosine kinase activity	C. elegans	UP000001940_6239
GO:0004714	transmembrane receptor protein tyrosine kinase activity	C. elegans	UP000001940_6239
GO:0004715	non-membrane spanning protein tyrosine kinase activity	C. elegans	UP000001940_6239
GO:0004725	protein tyrosine phosphatase activity	C. elegans	UP000001940_6239
GO:0004843	thiol-dependent deubiquitinase	C. elegans	UP000001940_6239
GO:0004879	nuclear receptor activity	C. elegans	UP000001940_6239
GO:0004888	transmembrane signaling receptor activity	C. elegans	UP000001940_6239
GO:0005085	guanyl-nucleotide exchange factor activity	C. elegans	UP000001940_6239
GO:0005096	GTPase activator activity	C. elegans	UP000001940_6239
GO:0005102	signaling receptor binding	C. elegans	UP000001940_6239
GO:0005230	extracellular ligand-gated ion channel activity	C. elegans	UP000001940_6239
GO:0005249	voltage-gated potassium channel activity	C. elegans	UP000001940_6239
GO:0005254	chloride channel activity	C. elegans	UP000001940_6239
GO:0005261	cation channel activity	C. elegans	UP000001940_6239
GO:0005319	lipid transporter activity	C. elegans	UP000001940_6239
GO:0005506	iron ion binding	C. elegans	UP000001940_6239
GO:0005509	calcium ion binding	C. elegans	UP000001940_6239
GO:0005515	protein binding	C. elegans	UP000001940_6239
GO:0005516	calmodulin binding	C. elegans	UP000001940_6239
GO:0005524	ATP binding	C. elegans	UP000001940_6239
GO:0005525	GTP binding	C. elegans	UP000001940_6239
GO:0005546	phosphatidylinositol-4,5-bisphosphate binding	C. elegans	UP000001940_6239
GO:0005604	basement membrane	C. elegans	UP000001940_6239
GO:0005634	nucleus	C. elegans	UP000001940_6239
GO:0005635	nuclear envelope	C. elegans	UP000001940_6239
GO:0005643	nuclear pore	C. elegans	UP000001940_6239
GO:0005654	nucleoplasm	C. elegans	UP000001940_6239
GO:0005694	chromosome	C. elegans	UP000001940_6239
GO:0005730	nucleolus	C. elegans	UP000001940_6239
GO:0005737	cytoplasm	C. elegans	UP000001940_6239
GO:0005769	early endosome	C. elegans	UP000001940_6239
GO:0005783	endoplasmic reticulum	C. elegans	UP000001940_6239
GO:0005789	endoplasmic reticulum membrane	C. elegans	UP000001940_6239
GO:0005813	centrosome	C. elegans	UP000001940_6239
GO:0005819	spindle	C. elegans	UP000001940_6239
GO:0005829	cytosol	C. elegans	UP000001940_6239
GO:0005871	kinesin complex	C. elegans	UP000001940_6239
GO:0005874	microtubule	C. elegans	UP000001940_6239
GO:0005882	intermediate filament	C. elegans	UP000001940_6239
GO:0005886	plasma membrane	C. elegans	UP000001940_6239
GO:0005887	integral component of plasma membrane	C. elegans	UP000001940_6239
GO:0005911	cell-cell junction	C. elegans	UP000001940_6239
GO:0005912	adherens junction	C. elegans	UP000001940_6239
GO:0005929	cilium	C. elegans	UP000001940_6239
GO:0005938	cell cortex	C. elegans	UP000001940_6239
GO:0005975	carbohydrate metabolic process	C. elegans	UP000001940_6239
GO:0006082	organic acid metabolic process	C. elegans	UP000001940_6239
GO:0006182	cGMP biosynthetic process	C. elegans	UP000001940_6239
GO:0006281	DNA repair	C. elegans	UP000001940_6239
GO:0006338	chromatin remodeling	C. elegans	UP000001940_6239
GO:0006355	regulation of transcription, DNA-templated	C. elegans	UP000001940_6239
GO:0006357	regulation of transcription by RNA polymerase II	C. elegans	UP000001940_6239
GO:0006378	mRNA polyadenylation	C. elegans	UP000001940_6239
GO:0006397	mRNA processing	C. elegans	UP000001940_6239
